sentence,sentiment
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1237),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1625),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3595),2
Thầy thường xuyên ra bài tập vào cuối buổi học mà không báo trước.,0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4367),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3952),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4061),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1641),2
Cô không tệ nhưng em cũng không thể nói là rất tốt về cô.,1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3814),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5857),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1111),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #960),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4603),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1836),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #812),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2575),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #428),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2947),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4431),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2535),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2503),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1614),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5637),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1323),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1242),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5884),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2628),0
"Thầy giảng quá nhanh, sinh viên không ghi kịp và không hiểu bài.",0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1442),1
Môn học không khó không dễ (mẫu UIT-VSFC #465),1
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2596),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1229),1
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1402),1
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #722),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1438),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #1000),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2262),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #133),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1556),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #781),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2471),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #568),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2436),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #690),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4586),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #632),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3067),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3518),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5800),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2832),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #373),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1940),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #484),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2901),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6472),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #479),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2753),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2979),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #935),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #700),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2985),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2214),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1507),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2111),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #648),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3240),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1057),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #358),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1229),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4241),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1377),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6099),2
Chương trình học bình thường (mẫu UIT-VSFC #858),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3247),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1737),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3642),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1011),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #196),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #993),1
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1919),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1290),1
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1190),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1552),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4094),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #791),0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1213),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #510),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2849),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1346),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4897),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #803),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6493),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5829),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1571),1
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2454),0
Môn học không khó không dễ (mẫu UIT-VSFC #635),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5371),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #616),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #661),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4985),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2583),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1482),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1713),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4342),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #974),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5052),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #397),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3402),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5871),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1979),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #43),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5146),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2492),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2153),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2694),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1732),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1651),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1786),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1733),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3322),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1224),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3828),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4456),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #800),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5212),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5346),2
Chương trình học bình thường (mẫu UIT-VSFC #448),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5162),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4277),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4779),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3880),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2142),2
Môn học không khó không dễ (mẫu UIT-VSFC #205),1
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2853),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1227),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6462),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2188),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1641),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1566),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #526),1
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #306),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6103),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #150),0
Chương trình học bình thường (mẫu UIT-VSFC #1098),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #720),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2310),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4585),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2333),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #3006),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1444),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #210),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3903),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3362),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1704),2
Em thực sự hài lòng và biết ơn vì môn học và giảng viên tuyệt vời này.,2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #6165),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #24),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1494),1
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1682),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5676),2
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #689),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #392),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #101),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2450),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2467),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4017),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3202),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1466),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6034),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #983),0
"Nội dung môn học tạm được, không quá khó cũng không quá dễ.",1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4980),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4778),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3288),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #23),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #131),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #967),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1416),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2012),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5091),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4626),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1003),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1279),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6569),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1993),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3657),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2377),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #863),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1608),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1849),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #359),1
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1962),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4445),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5242),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #202),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2219),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #937),1
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #239),1
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #253),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #580),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2933),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2459),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1277),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5964),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1112),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #879),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4007),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #202),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #722),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #953),1
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1719),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3743),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1556),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1686),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4180),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2578),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #6025),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2735),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1899),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #909),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5901),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1751),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #840),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1511),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1263),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4309),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1047),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4457),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #417),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5489),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #481),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1935),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4404),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2080),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2419),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2736),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4248),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5681),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1516),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2685),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #186),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #491),1
Môn học không khó không dễ (mẫu UIT-VSFC #1275),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1957),2
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #840),1
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #17),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #902),2
Môn học không để lại ấn tượng đặc biệt nhưng cũng không gây khó khăn.,1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1901),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #501),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #19),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4006),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #949),2
